pair,type,metric,feature,is_bivariate_normal,recommendation,marginal_normality_x,marginal_normality_y,correlation
entropy_amplitude_vs_genre_acoustic,metric_vs_genre,entropy_amplitude,genre_acoustic,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9536118702203846, 'p_value': 3.926089392344299e-18, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.03448570883964302
entropy_amplitude_vs_genre_blues,metric_vs_genre,entropy_amplitude,genre_blues,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9536118702203846, 'p_value': 3.926089392344299e-18, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.030909461302819966
entropy_amplitude_vs_genre_classical,metric_vs_genre,entropy_amplitude,genre_classical,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9536118702203846, 'p_value': 3.926089392344299e-18, 'is_normal': False}","{'statistic': 0.3185524381744279, 'p_value': 5.092764577538537e-53, 'is_normal': False}",-0.1508134574362476
entropy_amplitude_vs_genre_country,metric_vs_genre,entropy_amplitude,genre_country,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9536118702203846, 'p_value': 3.926089392344299e-18, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.04374348080408431
entropy_amplitude_vs_genre_disco,metric_vs_genre,entropy_amplitude,genre_disco,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9536118702203846, 'p_value': 3.926089392344299e-18, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.15752550834894677
entropy_amplitude_vs_genre_hip-hop,metric_vs_genre,entropy_amplitude,genre_hip-hop,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9536118702203846, 'p_value': 3.926089392344299e-18, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.06959106338597525
entropy_amplitude_vs_genre_jazz,metric_vs_genre,entropy_amplitude,genre_jazz,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9536118702203846, 'p_value': 3.926089392344299e-18, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.18126336587837957
entropy_amplitude_vs_genre_metal,metric_vs_genre,entropy_amplitude,genre_metal,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9536118702203846, 'p_value': 3.926089392344299e-18, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.35564706634552645
entropy_amplitude_vs_genre_pop,metric_vs_genre,entropy_amplitude,genre_pop,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9536118702203846, 'p_value': 3.926089392344299e-18, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.05882208766314355
entropy_amplitude_vs_genre_reggae,metric_vs_genre,entropy_amplitude,genre_reggae,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9536118702203846, 'p_value': 3.926089392344299e-18, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.018683243944183973
entropy_amplitude_vs_genre_rock,metric_vs_genre,entropy_amplitude,genre_rock,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9536118702203846, 'p_value': 3.926089392344299e-18, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.12118412757367536
complexity_amplitude_vs_genre_acoustic,metric_vs_genre,complexity_amplitude,genre_acoustic,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9978316070440114, 'p_value': 0.16162423696562492, 'is_normal': True}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.016912991351519215
complexity_amplitude_vs_genre_blues,metric_vs_genre,complexity_amplitude,genre_blues,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9978316070440114, 'p_value': 0.16162423696562492, 'is_normal': True}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.02611200618028293
complexity_amplitude_vs_genre_classical,metric_vs_genre,complexity_amplitude,genre_classical,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9978316070440114, 'p_value': 0.16162423696562492, 'is_normal': True}","{'statistic': 0.3185524381744279, 'p_value': 5.092764577538537e-53, 'is_normal': False}",0.09701218284505515
complexity_amplitude_vs_genre_country,metric_vs_genre,complexity_amplitude,genre_country,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9978316070440114, 'p_value': 0.16162423696562492, 'is_normal': True}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.04356404459248445
complexity_amplitude_vs_genre_disco,metric_vs_genre,complexity_amplitude,genre_disco,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9978316070440114, 'p_value': 0.16162423696562492, 'is_normal': True}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.24565742598775658
complexity_amplitude_vs_genre_hip-hop,metric_vs_genre,complexity_amplitude,genre_hip-hop,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9978316070440114, 'p_value': 0.16162423696562492, 'is_normal': True}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.06413623227847359
complexity_amplitude_vs_genre_jazz,metric_vs_genre,complexity_amplitude,genre_jazz,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9978316070440114, 'p_value': 0.16162423696562492, 'is_normal': True}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.15009269981624113
complexity_amplitude_vs_genre_metal,metric_vs_genre,complexity_amplitude,genre_metal,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9978316070440114, 'p_value': 0.16162423696562492, 'is_normal': True}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.431992922769993
complexity_amplitude_vs_genre_pop,metric_vs_genre,complexity_amplitude,genre_pop,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9978316070440114, 'p_value': 0.16162423696562492, 'is_normal': True}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.04657527723834507
complexity_amplitude_vs_genre_reggae,metric_vs_genre,complexity_amplitude,genre_reggae,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9978316070440114, 'p_value': 0.16162423696562492, 'is_normal': True}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.0924423281218892
complexity_amplitude_vs_genre_rock,metric_vs_genre,complexity_amplitude,genre_rock,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9978316070440114, 'p_value': 0.16162423696562492, 'is_normal': True}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.11668698831790446
entropy_flux_vs_genre_acoustic,metric_vs_genre,entropy_flux,genre_acoustic,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9939299930360626, 'p_value': 0.00019515759668635845, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.12090233492300667
entropy_flux_vs_genre_blues,metric_vs_genre,entropy_flux,genre_blues,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9939299930360626, 'p_value': 0.00019515759668635845, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.10461000119947979
entropy_flux_vs_genre_classical,metric_vs_genre,entropy_flux,genre_classical,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9939299930360626, 'p_value': 0.00019515759668635845, 'is_normal': False}","{'statistic': 0.3185524381744279, 'p_value': 5.092764577538537e-53, 'is_normal': False}",0.2927449074877887
entropy_flux_vs_genre_country,metric_vs_genre,entropy_flux,genre_country,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9939299930360626, 'p_value': 0.00019515759668635845, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.007438212363943714
entropy_flux_vs_genre_disco,metric_vs_genre,entropy_flux,genre_disco,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9939299930360626, 'p_value': 0.00019515759668635845, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.2671615564967834
entropy_flux_vs_genre_hip-hop,metric_vs_genre,entropy_flux,genre_hip-hop,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9939299930360626, 'p_value': 0.00019515759668635845, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.008106659517751929
entropy_flux_vs_genre_jazz,metric_vs_genre,entropy_flux,genre_jazz,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9939299930360626, 'p_value': 0.00019515759668635845, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.018928547921042743
entropy_flux_vs_genre_metal,metric_vs_genre,entropy_flux,genre_metal,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9939299930360626, 'p_value': 0.00019515759668635845, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.1441337494135159
entropy_flux_vs_genre_pop,metric_vs_genre,entropy_flux,genre_pop,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9939299930360626, 'p_value': 0.00019515759668635845, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.05053776821222117
entropy_flux_vs_genre_reggae,metric_vs_genre,entropy_flux,genre_reggae,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9939299930360626, 'p_value': 0.00019515759668635845, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.18910263773870717
entropy_flux_vs_genre_rock,metric_vs_genre,entropy_flux,genre_rock,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9939299930360626, 'p_value': 0.00019515759668635845, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.06171351045074044
complexity_flux_vs_genre_acoustic,metric_vs_genre,complexity_flux,genre_acoustic,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9670314133937447, 'p_value': 4.491401996377669e-15, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.0922954608783285
complexity_flux_vs_genre_blues,metric_vs_genre,complexity_flux,genre_blues,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9670314133937447, 'p_value': 4.491401996377669e-15, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.02544295415894552
complexity_flux_vs_genre_classical,metric_vs_genre,complexity_flux,genre_classical,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9670314133937447, 'p_value': 4.491401996377669e-15, 'is_normal': False}","{'statistic': 0.3185524381744279, 'p_value': 5.092764577538537e-53, 'is_normal': False}",-0.3034609079192221
complexity_flux_vs_genre_country,metric_vs_genre,complexity_flux,genre_country,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9670314133937447, 'p_value': 4.491401996377669e-15, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.018129589137676948
complexity_flux_vs_genre_disco,metric_vs_genre,complexity_flux,genre_disco,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9670314133937447, 'p_value': 4.491401996377669e-15, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.22093657641830822
complexity_flux_vs_genre_hip-hop,metric_vs_genre,complexity_flux,genre_hip-hop,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9670314133937447, 'p_value': 4.491401996377669e-15, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.05765575340917924
complexity_flux_vs_genre_jazz,metric_vs_genre,complexity_flux,genre_jazz,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9670314133937447, 'p_value': 4.491401996377669e-15, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.1515833573599826
complexity_flux_vs_genre_metal,metric_vs_genre,complexity_flux,genre_metal,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9670314133937447, 'p_value': 4.491401996377669e-15, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.06307882769875396
complexity_flux_vs_genre_pop,metric_vs_genre,complexity_flux,genre_pop,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9670314133937447, 'p_value': 4.491401996377669e-15, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.009269350521382386
complexity_flux_vs_genre_reggae,metric_vs_genre,complexity_flux,genre_reggae,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9670314133937447, 'p_value': 4.491401996377669e-15, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.25052377334839737
complexity_flux_vs_genre_rock,metric_vs_genre,complexity_flux,genre_rock,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9670314133937447, 'p_value': 4.491401996377669e-15, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.060582482997403674
entropy_harmony_vs_genre_acoustic,metric_vs_genre,entropy_harmony,genre_acoustic,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9571618797624912, 'p_value': 2.160732609992177e-17, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.111270853726858
entropy_harmony_vs_genre_blues,metric_vs_genre,entropy_harmony,genre_blues,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9571618797624912, 'p_value': 2.160732609992177e-17, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.006587447004110374
entropy_harmony_vs_genre_classical,metric_vs_genre,entropy_harmony,genre_classical,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9571618797624912, 'p_value': 2.160732609992177e-17, 'is_normal': False}","{'statistic': 0.3185524381744279, 'p_value': 5.092764577538537e-53, 'is_normal': False}",0.2931244486581667
entropy_harmony_vs_genre_country,metric_vs_genre,entropy_harmony,genre_country,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9571618797624912, 'p_value': 2.160732609992177e-17, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.09115031249790308
entropy_harmony_vs_genre_disco,metric_vs_genre,entropy_harmony,genre_disco,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9571618797624912, 'p_value': 2.160732609992177e-17, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.06193463732928839
entropy_harmony_vs_genre_hip-hop,metric_vs_genre,entropy_harmony,genre_hip-hop,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9571618797624912, 'p_value': 2.160732609992177e-17, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.1967049819081171
entropy_harmony_vs_genre_jazz,metric_vs_genre,entropy_harmony,genre_jazz,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9571618797624912, 'p_value': 2.160732609992177e-17, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.01744689491801141
entropy_harmony_vs_genre_metal,metric_vs_genre,entropy_harmony,genre_metal,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9571618797624912, 'p_value': 2.160732609992177e-17, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.1398197587011412
entropy_harmony_vs_genre_pop,metric_vs_genre,entropy_harmony,genre_pop,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9571618797624912, 'p_value': 2.160732609992177e-17, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.029324062160126015
entropy_harmony_vs_genre_reggae,metric_vs_genre,entropy_harmony,genre_reggae,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9571618797624912, 'p_value': 2.160732609992177e-17, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.07288084168845534
entropy_harmony_vs_genre_rock,metric_vs_genre,entropy_harmony,genre_rock,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9571618797624912, 'p_value': 2.160732609992177e-17, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.014919345602990755
complexity_harmony_vs_genre_acoustic,metric_vs_genre,complexity_harmony,genre_acoustic,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.06733543808144798
complexity_harmony_vs_genre_blues,metric_vs_genre,complexity_harmony,genre_blues,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.002980396547551054
complexity_harmony_vs_genre_classical,metric_vs_genre,complexity_harmony,genre_classical,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.3185524381744279, 'p_value': 5.092764577538537e-53, 'is_normal': False}",-0.29515467520807737
complexity_harmony_vs_genre_country,metric_vs_genre,complexity_harmony,genre_country,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.07669433553932488
complexity_harmony_vs_genre_disco,metric_vs_genre,complexity_harmony,genre_disco,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.10404462555469997
complexity_harmony_vs_genre_hip-hop,metric_vs_genre,complexity_harmony,genre_hip-hop,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.06935158454416525
complexity_harmony_vs_genre_jazz,metric_vs_genre,complexity_harmony,genre_jazz,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.0014805744537107624
complexity_harmony_vs_genre_metal,metric_vs_genre,complexity_harmony,genre_metal,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.14050723542634022
complexity_harmony_vs_genre_pop,metric_vs_genre,complexity_harmony,genre_pop,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.009111509110009752
complexity_harmony_vs_genre_reggae,metric_vs_genre,complexity_harmony,genre_reggae,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.07938868860251667
complexity_harmony_vs_genre_rock,metric_vs_genre,complexity_harmony,genre_rock,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.9840843961336143, 'p_value': 1.4023360149327263e-09, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.02829582596182194
entropy_spectral_vs_genre_acoustic,metric_vs_genre,entropy_spectral,genre_acoustic,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.039555658820395224
entropy_spectral_vs_genre_blues,metric_vs_genre,entropy_spectral,genre_blues,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.014564179549041255
entropy_spectral_vs_genre_classical,metric_vs_genre,entropy_spectral,genre_classical,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.3185524381744279, 'p_value': 5.092764577538537e-53, 'is_normal': False}",-0.6423419561735334
entropy_spectral_vs_genre_country,metric_vs_genre,entropy_spectral,genre_country,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.0207275063259346
entropy_spectral_vs_genre_disco,metric_vs_genre,entropy_spectral,genre_disco,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.15181865450849213
entropy_spectral_vs_genre_hip-hop,metric_vs_genre,entropy_spectral,genre_hip-hop,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",0.14655212008836488
entropy_spectral_vs_genre_jazz,metric_vs_genre,entropy_spectral,genre_jazz,False,Данные НЕ подходят для корреляции Пирсона,"{'statistic': 0.8537998230666216, 'p_value': 1.1074860626861002e-30, 'is_normal': False}","{'statistic': 0.3242849595135988, 'p_value': 7.027685332567793e-53, 'is_normal': False}",-0.15446496277881064
